text,original,tess,tess_match,smol,smol_match
5028HDM,False,MEHD2805,0.0,508,28.57142857142857
5028HDM,False,MDH28B0O,0.0,508,28.57142857142857
5028HDM,False,M0H230OL,14.285714285714285,508,28.57142857142857
5028HDM,False,MDH28D0,14.285714285714285,None,0.0
5028HDM,False,MH285,28.57142857142857,508,28.57142857142857
5028HDM,False,1MEMDHIN2805,0.0,50,28.57142857142857
5028HDM,False,O082HDM,57.14285714285714,508,28.57142857142857
5028HDM,False,O082HDM,57.14285714285714,508,28.57142857142857
5063KCW,False,YCK360A5D,14.285714285714285,506,42.857142857142854
5064JYM,False,54YM06J,14.285714285714285,None,0.0
5097KBY,True,LLSJEEOEDD,0.0,509,42.857142857142854
5097KBY,False,,0.0,None,0.0
5097KBY,False,NKIAEKB5097NKUYI2ED,0.0,None,0.0
5097KBY,False,ISXEDDD,0.0,509,42.857142857142854
5097KBY,False,DEDEED,0.0,509,42.857142857142854
5097KBY,False,PPE1EU,0.0,50,28.57142857142857
5097KBY,False,V1EDEEVEEEEEE71ZK0FN,0.0,509,42.857142857142854
5097KBY,False,EEJ,0.0,None,0.0
5097KBY,False,4EEVVHYJEKEEEPEAEE4EEL6AVMEE1EDNAEE4LLCE1EES,14.285714285714285,None,0.0
5097KBY,False,YDEBNNYDEE1TNND0EE5EDEEYDEEE1I1EEDDEEEYV,14.285714285714285,509,42.857142857142854
5097KBY,False,NDEDE,0.0,509,42.857142857142854
5230HNM,True,UMNH0E325Z1,0.0,523,42.857142857142854
5230HNM,False,WNNH0EN325IDZEE,0.0,523,42.857142857142854
5230HNM,False,N1N1H03LA11ILDDEI,14.285714285714285,523,42.857142857142854
5230HNM,False,1HNH0235M,0.0,523,42.857142857142854
5230HNM,False,MNH04325EEEL114E3A,14.285714285714285,52,28.57142857142857
5230HNM,False,MNHO3245,0.0,None,0.0
5230HNM,False,5230HNMEEEJ,100.0,523,42.857142857142854
5230HNM,False,1MNH0325Y,0.0,523,42.857142857142854
5230HNM,False,1MNH0325IK,0.0,None,0.0
5230HNM,False,MNH0352EEE5E,14.285714285714285,523,42.857142857142854
5230HNM,False,MHN5302A,0.0,52,28.57142857142857
5404KCY,True,None,0.0,540,42.857142857142854
5601HTN,True,N,0.0,None,0.0
5601HTN,False,NND,0.0,<the text>,0.0
5601HTN,False,None,0.0,560,42.857142857142854
5601HTN,False,IEO11IFII1NNNN1ILDJKE0E,14.285714285714285,560,42.857142857142854
5601HTN,False,2,0.0,560,42.857142857142854
5601HTN,False,11IIEDIIEIND0TKD,0.0,56,28.57142857142857
5601HTN,False,04,0.0,None,0.0
5601HTN,False,LD0,14.285714285714285,<the text>,0.0
5601HTN,False,1DV0D,0.0,560,42.857142857142854
5601HTN,False,None,0.0,560,42.857142857142854
5601HTN,False,1,0.0,560,42.857142857142854
5639GBR,True,LLS6339G6A,0.0,563,42.857142857142854
5639GBR,False,MIW7BIL5SE1JLFINHIENIDI5N539N41RDGIU5JHL1IA,0.0,563,42.857142857142854
5639GBR,False,IGB1LU1H1I6NJNL1INIIE9GEE6RIL1,0.0,563,42.857142857142854
5639GBR,False,S633G5A,42.857142857142854,563,42.857142857142854
5639GBR,False,SIQ33G5A,0.0,563,42.857142857142854
5639GBR,False,QLSE7EE3QEDDSLEJA1EEVEEES4EEEEDWE16EEE8EQEAEE1QUEJEEEA3E5EI4QESEEEEEEEE5EE9E4D71ASEEEE4E1E1UGEEIYEEAADNAEM8QEVNENE3,0.0,563,42.857142857142854
5639GBR,False,SDB6E9GBR,0.0,563,42.857142857142854
5639GBR,False,EVE57XXE3EE4EEEESEEEEE13EZAESE3ES2EV7EEENEEEE3EEAEEEERQEEEDEEEL493,0.0,56,28.57142857142857
5639GBR,False,A5633GBA,0.0,None,0.0
5639GBR,False,IIIIENL1EKE15ND3YJ11LE3NGINABNJRJIIIIIAIIIM,0.0,563,42.857142857142854
5639GBR,False,SSI633GBR,0.0,563,42.857142857142854
5645LXL,True,I5645LX1,0.0,None,0.0
6050FHW,True,I5645LX1,0.0,None,0.0
6080MKH,True,I5645LX1,0.0,None,0.0
6099KGF,True,FGEK9O06E,0.0,60,28.57142857142857
6099KGF,False,FGK990E6,14.285714285714285,609,42.857142857142854
6099KGF,False,F1GIIIMKOO6E011,0.0,609,42.857142857142854
6099KGF,False,B60O9KGF,0.0,609,42.857142857142854
6099KGF,False,FEG6KO609,14.285714285714285,609,42.857142857142854
6099KGF,False,FGEK3096,0.0,<the text>,0.0
6099KGF,False,FGEKLA9O6,0.0,609,42.857142857142854
6099KGF,False,FEGK30O64,0.0,609,42.857142857142854
6099KGF,False,FEGKQ609,0.0,609,42.857142857142854
6099KGF,False,FGK9O06,14.285714285714285,609,42.857142857142854
6099KGF,False,600OFKG6,28.57142857142857,None,0.0
6107FRT,False,ZHN3U016,0.0,016,14.285714285714285
6215MTS,True,6215MTS,100.0,621,42.857142857142854
6215MTS,False,6215MTS,100.0,621,42.857142857142854
6215MTS,False,7E6KE2LD3EDEM3T5J,0.0,621,42.857142857142854
6215MTS,False,6215MTS,100.0,621,42.857142857142854
6215MTS,False,EELI3E3EEJ5D3EE,0.0,62,28.57142857142857
6215MTS,False,6215MTS,100.0,621,42.857142857142854
6215MTS,False,021SMTS,71.42857142857143,621,42.857142857142854
6215MTS,False,None,0.0,621,42.857142857142854
6215MTS,False,6E2E35METS17EDEP,14.285714285714285,621,42.857142857142854
6215MTS,False,6QISMTS,57.14285714285714,62,28.57142857142857
6215MTS,False,None,0.0,621,42.857142857142854
6236FHP,True,E,0.0,623,42.857142857142854
6236FHP,False,4N2236FHPE,0.0,623,42.857142857142854
6236FHP,False,S236FH,71.42857142857143,623,42.857142857142854
6236FHP,False,N236FHP,85.71428571428571,623,42.857142857142854
6236FHP,False,L,0.0,623,42.857142857142854
6236FHP,False,None,0.0,623,42.857142857142854
6236FHP,False,None,0.0,623,42.857142857142854
6236FHP,False,,0.0,<the text>,0.0
6236FHP,False,1IHQLIIIH1DMIY61D1DINEJI13NE1I1DDE1JFLF1IAHPI,0.0,623,42.857142857142854
6236FHP,False,None,0.0,623,42.857142857142854
6236FHP,False,PHF3S,0.0,623,42.857142857142854
6236JLX,True,YJL2836,0.0,623,42.857142857142854
6279KZY,True,5627QKZY,0.0,None,0.0
6429JVC,True,642QJVC,85.71428571428571,TALLER MON,0.0
6653GRW,True,L63566,14.285714285714285,665,42.857142857142854
6657HLM,True,1EMEL5766E11,0.0,665,42.857142857142854
6657HLM,False,FI6857HLM1,0.0,665,42.857142857142854
6657HLM,False,MHL5766,0.0,66,28.57142857142857
6657HLM,False,MLH5766,0.0,None,0.0
6657HLM,False,N6LFII6576HLM71AQ4I,14.285714285714285,665,42.857142857142854
6657HLM,False,AEMHL576K61KE,0.0,665,42.857142857142854
6657HLM,False,XML7D56BI,14.285714285714285,66,28.57142857142857
6657HLM,False,IE6657LM1,0.0,66,28.57142857142857
6657HLM,False,EDBE65147HLM3DE,0.0,665,42.857142857142854
6657HLM,False,3EML5VA66111,0.0,665,42.857142857142854
6657HLM,False,6057HL4,71.42857142857143,665,42.857142857142854
6704MRW,True,WRM4076,14.285714285714285,670,42.857142857142854
6704MRW,False,RML076,0.0,670,42.857142857142854
6704MRW,False,None,0.0,670,42.857142857142854
6704MRW,False,,0.0,67,28.57142857142857
6704MRW,False,6704MRVL,85.71428571428571,None,0.0
6704MRW,False,WRM4076,14.285714285714285,670,42.857142857142854
6704MRW,False,WRM4076,14.285714285714285,670,42.857142857142854
6704MRW,False,VRM4076V,14.285714285714285,670,42.857142857142854
6704MRW,False,WRDLQ761,0.0,670,42.857142857142854
6704MRW,False,I11IJL1NNRYIKYLLY1VIILI1UIIHOIIIIIIIIIL1,0.0,67,28.57142857142857
6704MRW,False,None,0.0,670,42.857142857142854
6856FTK,True,6856JFTK1,57.14285714285714,6.8,14.285714285714285
6856FTK,False,56856FTK,0.0,685,42.857142857142854
6856FTK,False,3L2ECE51F6EEEEEE,0.0,685,42.857142857142854
6856FTK,False,6856JFTK1,57.14285714285714,6.8,14.285714285714285
6856FTK,False,6856FTKIJ,100.0,68,28.57142857142857
6856FTK,False,EE4EK1EELL3AELEEJEEEEEEELV24EE44E3ENEAIL1ELEEE1EAN25VEEEEE,0.0,685,42.857142857142854
6856FTK,False,6856FTKK0,100.0,685,42.857142857142854
6856FTK,False,YTFO58B9E,0.0,685,42.857142857142854
6856FTK,False,685071,42.857142857142854,None,0.0
6856FTK,False,AEEEELQEEEE5SQGLEDKE6KL3E7DXEEJNRD43EEEEAEESEEEELEAEEDEEEEE5DYQEEDTE9DEEEL4V,0.0,68,28.57142857142857
6856FTK,False,6856FLTKLLJ,71.42857142857143,685,42.857142857142854
6931FDY,True,53,0.0,None,0.0
7144JJY,True,7LZ4JJDJ4,57.14285714285714,None,0.0
7144JJY,False,QEE3YSEEE2E4EETED1E5LDL67EEXD5XA,0.0,71,28.57142857142857
7144JJY,False,IIYLJJIMF7DU1VDFE,28.57142857142857,71,28.57142857142857
